cardId;pokemonID;name;rarity;releaseDate;availableQuantity;pokemonType;description;image;hp;attack;defense;speed;weight;height;is_legendary;is_mythical;n_location_area;n_encounters;averageMaxChance;pokemonRarity;gym
c-39-38;39;jigglypuff;rare;Sat Apr 20 2024 19:58:49 GMT+0200 (hora de verano de Europa central);100;normal;Cautiva con la mirada a su enemigo y hace que se quede profundamente dormido mientras entona una dulce melodía.@NEWDESCRIPTION@Si se hincha para cantar una nana, cantará más tiempo y podría causar sopor en el público.@NEWDESCRIPTION@Jigglypuff tiene unas cuerdas vocales que ajustan sin problema la longitud de onda de su voz. Este Pokémon usa la habilidad que tiene para cantar con la longitud de onda necesaria para adormecer a su rival.@NEWDESCRIPTION@Cuando este Pokémon canta, no para nunca para respirar. Si en combate el enemigo no se queda dormido con facilidad, Jigglypuff no podrá respirar y su vida correrá peligro.@NEWDESCRIPTION@Hincha su vientre considerablemente y entona una melodía misteriosa que duerme en el acto a todo aquel que la oye.@NEWDESCRIPTION@Su tesitura suele ser de 12 octavas, pero su habilidad en el canto dependerá del esfuerzo que realice cada individuo.@NEWDESCRIPTION@En la sección de muebles de dormitorio de los grandes almacenes se pueden encontrar discos recopilatorios de nanas cantadas por Jigglypuff.@NEWDESCRIPTION@Su canto varía enormemente de una región a otra. En algunos casos, más que cantos parecen aullidos.@NEWDESCRIPTION@Tras fijar su tierna mirada en el objetivo, entona una dulce y misteriosa melodía para adormecerlo.@NEWDESCRIPTION@Tras fijar su tierna mirada en el objetivo, entona una dulce y misteriosa melodía para adormecerlo.@NEWDESCRIPTION@Su capacidad pulmonar es excepcional, incluso para un Pokémon. Es capaz de cantar nanas sin cesar hasta que su rival se duerma.@NEWDESCRIPTION@Posee la capacidad de modular su voz a voluntad cambiando la longitud de onda para entonar una melodía misteriosa que provoca adormecimiento.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/39.svg;115;45;20;20;55;5;false;false;22;57;21.57894736842105;common;none
c-40-39;40;wigglytuff;ultrarare;Sat Apr 20 2024 19:58:50 GMT+0200 (hora de verano de Europa central);100;normal;Su piel es tan suave que si dos de ellos se acurrucan juntos, no querrán separarse nunca.@NEWDESCRIPTION@Su cuerpo es blando y gomoso. Cuando se enfada, traga aire y se hincha muchísimo.@NEWDESCRIPTION@Wigglytuff tiene unos ojos enormes con forma de platillo, que siempre están cubiertos de lágrimas. Si se le metiera algo en el ojo, enseguida se le saldría solo.@NEWDESCRIPTION@El cuerpo de Wigglytuff es muy flexible. Dicen que, al aspirar aire, puede hincharse sin límites. Y, una vez hinchado, se pone a botar como si fuera una pelota.@NEWDESCRIPTION@Este Pokémon muda con las estaciones su pelaje suave y sedoso, que algunos recogen para elaborar artículos de lujo.@NEWDESCRIPTION@Puede hinchar su cuerpo tragando aire. Los Wigglytuff suelen competir para ver quién es capaz de hincharse más.@NEWDESCRIPTION@Su cuerpo flexible y su pelaje suave y sedoso lo hacen muy popular. Muchos encuentran reconfortante dormir abrazándolo.@NEWDESCRIPTION@Cuando se enfada, inhala con fuerza e hincha su cuerpo hasta aumentar incluso 20 veces su tamaño normal.@NEWDESCRIPTION@Su cuerpo es muy elástico. Cuando inhala aire profundamente, puede inflarse sin límite.@NEWDESCRIPTION@Su cuerpo es muy elástico. Cuando inhala aire profundamente, puede inflarse sin límite.@NEWDESCRIPTION@Cuanto más aire inhala, más aumenta de tamaño. Si se enfada, hincha el cuerpo con el fin de intimidar a su oponente.@NEWDESCRIPTION@Se enorgullece de su pelaje fino y sedoso. El rizo de la frente, en especial, posee un tacto sublime.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/40.svg;140;70;45;45;120;10;false;false;5;10;5;rare;none
c-41-40;41;zubat;common;Sat Apr 20 2024 19:58:52 GMT+0200 (hora de verano de Europa central);100;poison;Aunque carezca de ojos, puede detectar obstáculos con las ondas ultrasónicas que emite su boca.@NEWDESCRIPTION@No tiene ojos. Se guía por las ondas ultrasónicas que emite. El eco le indica por dónde tiene que ir en la oscuridad.@NEWDESCRIPTION@Durante el día, Zubat permanece inmóvil y a oscuras. Si este Pokémon pasara mucho tiempo expuesto al sol, correría el peligro de sufrir quemaduras.@NEWDESCRIPTION@Zubat evita la luz del día porque le resulta perjudicial para la salud. Durante el día, permanece en cuevas o bajo los aleros de las casas viejas durmiendo colgado de las patas, cabeza abajo.@NEWDESCRIPTION@Duerme en cuevas durante el día. Como no tiene ojos, se guía emitiendo ultrasonidos cuando vuela.@NEWDESCRIPTION@Si se expone al sol, puede sufrir quemaduras. La vibración de las ondas ultrasónicas que emite varía, curiosamente, de una colonia a otra.@NEWDESCRIPTION@Como carece de ojos y no puede ver, emite ultrasonidos que le permiten escrutar el entorno y orientarse.@NEWDESCRIPTION@Su piel es tan fina que, si se expone al sol, puede sufrir quemaduras. Cuando hace frío, se junta con los suyos para entrar en calor.@NEWDESCRIPTION@Emite ultrasonidos que utiliza como sonar para evitar obstáculos cuando vuela.@NEWDESCRIPTION@Emite ultrasonidos que utiliza como sonar para evitar obstáculos cuando vuela.@NEWDESCRIPTION@Emite ondas ultrasónicas por la boca para escrutar el entorno, lo que le permite volar con pericia por cuevas angostas.@NEWDESCRIPTION@Habitan en cuevas donde no llegan los rayos del sol. De día, se acurrucan unos junto a otros para entrar en calor mientras duermen.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/41.svg;40;45;35;55;75;8;false;false;125;426;38.413145539906104;common;none
c-42-41;42;golbat;ultrarare;Sat Apr 20 2024 19:58:52 GMT+0200 (hora de verano de Europa central);100;poison;Cuando ataque, seguirá chupando energía de su víctima, aunque pese tanto que ya no pueda volar.@NEWDESCRIPTION@Cuando chupa sangre, no para hasta hartarse. Por la noche sale volando a la caza de presas.@NEWDESCRIPTION@A Golbat le encanta chuparles la sangre a los seres vivos. Este Pokémon es más activo en la oscuridad de la noche. Es al caer la noche cuando sale a revolotear y a buscar sangre fresca.@NEWDESCRIPTION@Golbat derriba a sus víctimas mordiéndoles con los cuatro colmillos que tiene y chupándoles la sangre. Solo entra en acción en las noches sin luna. Revolotea en la oscuridad para atacar a Pokémon y personas.@NEWDESCRIPTION@Succiona la sangre de sus presas con sus gruesos colmillos, que son huecos por dentro a modo de caña y más frágiles de lo que parecen.@NEWDESCRIPTION@A veces chupa tanta sangre que es incapaz de volar y cae al suelo para acabar siendo presa de otros Pokémon.@NEWDESCRIPTION@En ocasiones se ven ejemplares a los que les falta algún colmillo por haber intentado morder a un Pokémon de tipo Acero, presas del hambre.@NEWDESCRIPTION@Es capaz de ingerir 300 cc de sangre de una sentada. A veces chupa tanta que es incapaz de volar.@NEWDESCRIPTION@Tras aproximarse sigilosamente a su objetivo, utiliza sus afilados colmillos para chuparle la sangre.@NEWDESCRIPTION@Tras aproximarse sigilosamente a su objetivo, utiliza sus afilados colmillos para chuparle la sangre.@NEWDESCRIPTION@Le encanta chuparles la sangre a los seres vivos. En ocasiones comparte la preciada colecta con otros congéneres hambrientos.@NEWDESCRIPTION@Camina con soltura sobre sus pequeñas patas. Se acerca con sigilo a su presa mientras esta duerme y le clava los colmillos para chuparle la sangre.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/42.svg;75;80;70;90;550;16;false;false;142;446;28.033632286995516;common;none
c-43-42;43;oddish;rare;Sat Apr 20 2024 19:58:53 GMT+0200 (hora de verano de Europa central);100;grass;Durante el día, se agazapa en el frío subsuelo huyendo del sol. La luz de la luna le hace crecer mucho.@NEWDESCRIPTION@Su nombre científico es “Oddium Wanderus”. Se dice que de noche puede llegar a desplazarse hasta 300 m con sus dos raíces.@NEWDESCRIPTION@Durante el día, Oddish se entierra en el suelo para absorber nutrientes valiéndose de todo el cuerpo. Cuanto más fértil sea el suelo, mayor brillo tendrá en las hojas.@NEWDESCRIPTION@Oddish busca los suelos fértiles y ricos en nutrientes para plantarse en la tierra. Durante el día, se cree que le cambia la forma de los pies y se le empiezan a parecer a las raíces de los árboles.@NEWDESCRIPTION@En ocasiones lo confunden con una mala hierba y, al tratar de arrancarlo, profiere unos gritos escalofriantes.@NEWDESCRIPTION@En ocasiones lo confunden con una mala hierba y, al tratar de arrancarlo, profiere unos gritos escalofriantes.@NEWDESCRIPTION@Se mueve al exponerse a la luz de la luna. Merodea por la noche para esparcir sus semillas.@NEWDESCRIPTION@Durante el día, se agazapa en el frío subsuelo huyendo del sol. La luz de la luna le hace crecer.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/43.svg;45;50;55;30;54;5;false;false;29;91;29.923076923076923;common;none
c-44-43;44;gloom;common;Sat Apr 20 2024 19:58:55 GMT+0200 (hora de verano de Europa central);100;grass;¡Huele bastante mal! De todas formas, una de cada mil personas aprecian su fétido olor.@NEWDESCRIPTION@La miel que emana de su boca posee un hedor capaz de derribar enemigos a 2 km de distancia.@NEWDESCRIPTION@Gloom libera un fétido olor por el pistilo de la flor. Cuando está en peligro, el hedor se intensifica. Si este Pokémon está tranquilo y no se siente amenazado, no libera el desagradable olor.@NEWDESCRIPTION@Gloom babea un néctar que tiene un olor realmente horrible, aunque parece ser que a él le gusta. De hecho, aspira los gases nocivos y libera más néctar aún.@NEWDESCRIPTION@Huele bastante mal, pero una de cada mil personas aprecia su fétido olor.@NEWDESCRIPTION@Huele bastante mal, pero una de cada mil personas aprecia su fétido olor.@NEWDESCRIPTION@Libera un fétido olor por los pistilos. El fuerte hedor hace perder el conocimiento a cualquiera que se encuentre en un radio de 2 km.@NEWDESCRIPTION@Lo que parece baba es realmente un néctar muy pegajoso que se adhiere sin remisión al tocarlo.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/44.svg;60;65;70;40;86;8;false;false;24;55;9.636363636363637;common;none
c-45-44;45;vileplume;common;Sat Apr 20 2024 19:58:55 GMT+0200 (hora de verano de Europa central);100;grass;Cuanto mayores son sus pétalos, más tóxico es su polen. Le pesa la cabeza y le cuesta mantenerla erguida.@NEWDESCRIPTION@Tiene los pétalos más grandes del mundo. Estos expulsan densas nubes de polen tóxico al caminar.@NEWDESCRIPTION@El polen que contienen las esporas tóxicas de Vileplume causa unos ataques de alergia muy agudos. Por eso, no es aconsejable acercarse a ninguna flor selvática, por muy bonita que sea.@NEWDESCRIPTION@Vileplume tiene los mayores pétalos del mundo. Los usa para atraer a sus presas y llenarlas de esporas tóxicas. Una vez que ha inmovilizado a las víctimas, las atrapa y las devora.@NEWDESCRIPTION@Sacude sus enormes pétalos para propagar polen venenoso, lo cual provoca un verdadero estruendo.@NEWDESCRIPTION@Sacude sus enormes pétalos para propagar polen venenoso, lo cual provoca un verdadero estruendo.@NEWDESCRIPTION@Tiene los pétalos más grandes del mundo. Al caminar, de ellos se desprenden densas nubes de polen tóxico.@NEWDESCRIPTION@Cuanto mayores son sus pétalos, más tóxico es su polen. Le pesa la cabeza y le cuesta mantenerla erguida.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/45.svg;75;80;85;50;186;12;false;false;0;0;0;ultrarare;Celadon
c-46-45;46;paras;ultrarare;Sat Apr 20 2024 19:58:56 GMT+0200 (hora de verano de Europa central);100;bug;Lleva en el lomo dos setas parásitas llamadas tochukaso, que crecen con él.@NEWDESCRIPTION@Escarba bajo el suelo para roer las raíces de los árboles. Sus setas absorben los nutrientes.@NEWDESCRIPTION@Paras lleva dos setas parásitas a cuestas llamadas tochukaso. Estas crecen alimentándose de los nutrientes de este Pokémon de tipo Bicho y Planta que les sirve de huésped. Las setas se usan como elixir de vida.@NEWDESCRIPTION@Paras lleva dos setas parásitas a cuestas llamadas tochukaso. Estas crecen alimentándose de los nutrientes de este Pokémon de tipo Bicho y Planta que les sirve de huésped. Las setas se usan como elixir de vida.@NEWDESCRIPTION@Por mucho que coma, las setas parásitas que tiene en el lomo le roban la mayor parte de los nutrientes.@NEWDESCRIPTION@Las setas que lleva en su lomo, llamadas tochukaso, se pueden deshidratar y pulverizar para crear un elixir que alarga la vida.@NEWDESCRIPTION@Ya sea por la falta de humedad o de nutrientes, las setas parásitas de los Paras en Alola suelen ser más pequeñas que en otras regiones.@NEWDESCRIPTION@Las setas que tiene en el dorso, llamadas tochukaso, controlan al insecto contra su voluntad.@NEWDESCRIPTION@Escarba en el suelo para extraer nutrientes de las raíces de los árboles, que las setas del lomo absorben después casi por completo.@NEWDESCRIPTION@Escarba en el suelo para extraer nutrientes de las raíces de los árboles, que las setas del lomo absorben después casi por completo.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/46.svg;35;70;55;25;54;3;false;false;15;57;19.56140350877193;common;none
c-47-46;47;parasect;common;Sat Apr 20 2024 19:58:57 GMT+0200 (hora de verano de Europa central);100;bug;Parasect está dominado por una seta parásita mayor que él. Dispersa esporas venenosas.@NEWDESCRIPTION@Cuanto más grande sea la seta de su lomo, más resistentes serán las esporas que esta suelta.@NEWDESCRIPTION@Parasect es conocido por destruir en plaga grandes árboles, absorbiendo los nutrientes que tienen en la parte baja del tronco y las raíces. Cuando un árbol azotado por la plaga muere, los Parasect van a por el siguiente al instante.@NEWDESCRIPTION@Parasect es conocido por destruir en plaga grandes árboles, absorbiendo los nutrientes que tienen en la parte baja del tronco y las raíces. Cuando un árbol azotado por la plaga muere, los Parasect van a por el siguiente al instante.@NEWDESCRIPTION@La gran seta en su lomo lo controla. A menudo libra luchas territoriales contra Shiinotic.@NEWDESCRIPTION@La gran seta en su lomo dispersa esporas venenosas, que pueden servir para elaborar remedios medicinales.@NEWDESCRIPTION@La mayor parte de su cuerpo está atrofiada, excepto la seta del dorso, que controla al resto. Si se desprende, Parasect ya no podrá moverse.@NEWDESCRIPTION@Sus esporas venenosas se usan para elaborar remedios medicinales que en Alola, al parecer, son de calidad más bien mediocre.@NEWDESCRIPTION@Tras largo tiempo absorbiendo la energía del huésped, la seta parásita del lomo es la que parece controlar la voluntad de este Pokémon.@NEWDESCRIPTION@Tras largo tiempo absorbiendo la energía del huésped, la seta parásita del lomo es la que parece controlar la voluntad de este Pokémon.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/47.svg;60;95;80;30;295;10;false;false;7;29;15.551724137931034;common;none
c-48-47;48;venonat;common;Sat Apr 20 2024 19:58:58 GMT+0200 (hora de verano de Europa central);100;bug;Sus grandes ojos son en realidad grupos de ojos diminutos. Por la noche se siente atraído por la luz.@NEWDESCRIPTION@Vive entre las sombras de árboles altos, donde come insectos. Por la noche, le atrae la luz.@NEWDESCRIPTION@Dicen que durante su evolución Venonat desarrolló una fina capa de espeso pelo alrededor de todo el cuerpo para protegerse. Tiene unos ojos tan grandes que no hay presa que le pase desapercibida.@NEWDESCRIPTION@Dicen que durante su evolución Venonat desarrolló una fina capa de espeso pelo alrededor de todo el cuerpo para protegerse. Tiene unos ojos tan grandes que no hay presa que le pase desapercibida.@NEWDESCRIPTION@Sus grandes ojos actúan como radares. A plena luz se percibe que son, en realidad, grupos de ojos diminutos.@NEWDESCRIPTION@Sus grandes ojos actúan como radares. A plena luz se percibe que son, en realidad, grupos de ojos diminutos.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/48.svg;60;55;50;45;300;10;false;false;17;58;23.689655172413794;common;none
c-49-48;49;venomoth;common;Sat Apr 20 2024 19:58:59 GMT+0200 (hora de verano de Europa central);100;bug;Lanza unas escamas que paralizan a cualquiera. Quien las toque, no podrá ni ponerse de pie.@NEWDESCRIPTION@Tiene las alas cubiertas de un polvillo de escamas que esparce cada vez que las bate.@NEWDESCRIPTION@Venomoth es nocturno, solo actúa en la oscuridad. Su alimento preferido son los pequeños insectos que se concentran cerca de los focos de luz en la oscuridad de la noche.@NEWDESCRIPTION@Venomoth es nocturno, solo actúa en la oscuridad. Su alimento preferido son los pequeños insectos que se concentran cerca de los focos de luz en la oscuridad de la noche.@NEWDESCRIPTION@Las alas desprenden un polvillo de escamas impregnado de toxinas que se adhiere al contacto y resulta difícil de quitar.@NEWDESCRIPTION@Las alas desprenden un polvillo de escamas impregnado de toxinas que se adhiere al contacto y resulta difícil de quitar.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/49.svg;70;65;60;90;125;15;false;false;16;38;9.789473684210526;common;none
c-50-49;50;diglett;common;Sat Apr 20 2024 19:59:00 GMT+0200 (hora de verano de Europa central);100;ground;Vive un metro por debajo del suelo, donde se alimenta de raíces. También aparece en la superficie.@NEWDESCRIPTION@Su piel es muy fina. Si se expone a la luz, su sangre se calienta y su crecimiento se debilita.@NEWDESCRIPTION@En la mayoría de las granjas se suelen criar Diglett por la sencilla razón de que, excaven donde excaven, dejan la tierra perfectamente labrada para sembrar. El terreno queda listo para plantar ricas verduras.@NEWDESCRIPTION@En la mayoría de las granjas se suelen criar Diglett por la sencilla razón de que, excaven donde excaven, dejan la tierra perfectamente labrada para sembrar. El terreno queda listo para plantar ricas verduras.@NEWDESCRIPTION@Le gusta mordisquear las raíces subterráneas de las plantas. Puede causar estragos en las granjas según el tipo de cultivos.@NEWDESCRIPTION@En muchas granjas crían Diglett, pues dejan la tierra perfectamente labrada y abonada, y así las cosechas son mucho más productivas.@NEWDESCRIPTION@Se desplaza excavando túneles subterráneos. No soporta la luz brillante, por lo que solo sale a la superficie tras la puesta de sol.@NEWDESCRIPTION@Muchos agricultores flanquean sus campos con árboles del agrado de los Diglett para atraerlos y fomentar así que labren la tierra.@NEWDESCRIPTION@Prefiere los lugares oscuros. Pasa la mayor parte del tiempo bajo tierra, pero también se avista con frecuencia en cuevas.@NEWDESCRIPTION@Prefiere los lugares oscuros. Pasa la mayor parte del tiempo bajo tierra, pero también se avista con frecuencia en cuevas.@NEWDESCRIPTION@Si un Diglett excava un terreno, lo deja perfectamente arado y preparado para sembrarlo.@NEWDESCRIPTION@Este Pokémon avanza horadando la tierra a poca profundidad. Resulta fácil localizarlo por los montículos que deja como rastro.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/50.svg;10;55;25;95;8;2;false;false;4;17;79.76470588235294;common;none
c-51-50;51;dugtrio;common;Sat Apr 20 2024 19:59:00 GMT+0200 (hora de verano de Europa central);100;ground;En combate, cava la tierra, se esconde y sale de repente para golpear a su rival. Nunca se sabe por dónde puede aparecer.@NEWDESCRIPTION@Muy poderosos, pueden excavar hasta los terrenos más duros a una profundidad de más de 100 km.@NEWDESCRIPTION@Los Dugtrio son trillizos que se originaron a partir de un solo cuerpo, por eso piensan de la misma forma. A la hora de excavar, trabajan en equipo y sin descanso.@NEWDESCRIPTION@Los Dugtrio son trillizos que se originaron a partir de un solo cuerpo, por eso piensan de la misma forma. A la hora de excavar, trabajan en equipo y sin descanso.@NEWDESCRIPTION@Este trío siempre trabaja en equipo, gracias a lo cual puede perforar hasta alcanzar 100 km de profundidad.@NEWDESCRIPTION@A pesar de ser muy comunes en las granjas, nadie ha visto jamás la parte de sus cuerpos que ocultan bajo tierra.@NEWDESCRIPTION@Este trío se lleva de maravilla, aunque muy de vez en cuando se enzarzan en acaloradas disputas para decidir cuál come primero.@NEWDESCRIPTION@A pesar de ser lisas, sus cabezas son de una dureza extraordinaria. Puede horadar el terreno más difícil a base de testarazos.@NEWDESCRIPTION@Estos trillizos combinan su fuerza para excavar hasta una profundidad de 100 km, razón por la que se les atribuyen algunos terremotos.@NEWDESCRIPTION@Estos trillizos combinan su fuerza para excavar hasta una profundidad de 100 km, razón por la que se les atribuyen algunos terremotos.@NEWDESCRIPTION@Un trío de Diglett. Causa enormes terremotos al cavar en el subsuelo a profundidades de hasta 100 km.@NEWDESCRIPTION@Estos trillizos cavan a una profundidad de hasta 100 km. Se desconoce el aspecto de la parte de sus cuerpos que se oculta bajo tierra.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/51.svg;35;100;50;120;333;7;false;false;4;17;19.11764705882353;rare;none
c-52-51;52;meowth;common;Sat Apr 20 2024 19:59:01 GMT+0200 (hora de verano de Europa central);100;normal;Es de naturaleza nocturna. Le atraen los objetos brillantes.@NEWDESCRIPTION@Adora los objetos redondos. De noche, camina por las calles en busca de monedas perdidas.@NEWDESCRIPTION@Meowth retrae las afiladas uñas de sus zarpas para caminar a hurtadillas, dando sigilosos pasos para pasar inadvertido. No se sabe muy bien por qué, pero este Pokémon adora las monedas brillantes que resplandecen con la luz.@NEWDESCRIPTION@Meowth retrae las afiladas uñas de sus zarpas para caminar a hurtadillas, dando sigilosos pasos para pasar inadvertido. No se sabe muy bien por qué, pero este Pokémon adora las monedas brillantes que resplandecen con la luz.@NEWDESCRIPTION@Se pasa casi todo el día durmiendo y se vuelve más activo al caer el sol. Por la noche merodea por la ciudad buscando monedas.@NEWDESCRIPTION@Le fascinan los objetos brillantes, por lo que a menudo se disputa el botín con algún Murkrow.@NEWDESCRIPTION@No es extraño encontrarlos en los vertederos, donde suelen pelearse con los Murkrow por cualquier objeto reluciente.@NEWDESCRIPTION@Adora las monedas y basta con darle una para ganarse su afecto, que no suele durar mucho debido a su carácter caprichoso.@NEWDESCRIPTION@Al parecer, es más activo por la noche. Adora de tal manera los objetos redondos y brillantes que no puede evitar recogerlos si se los encuentra.@NEWDESCRIPTION@Al parecer, es más activo por la noche. Adora de tal manera los objetos redondos y brillantes que no puede evitar recogerlos si se los encuentra.@NEWDESCRIPTION@Le encanta reunir objetos brillantes. Cuando está de buen humor, hasta le muestra la colección a su Entrenador.@NEWDESCRIPTION@Se lava cuidadosamente la cara para que no se le ensucie la moneda de oro que tiene en la frente. No se lleva nada bien con los Meowth de Galar.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/52.svg;40;45;35;90;42;4;false;false;17;50;32;common;none
c-53-52;53;persian;common;Sat Apr 20 2024 19:59:01 GMT+0200 (hora de verano de Europa central);100;normal;Aunque es muy admirado por el pelo, es difícil de entrenar como mascota, porque es un poco travieso.@NEWDESCRIPTION@Sus ágiles músculos le permiten moverse sin hacer ruido. Ataca al instante.@NEWDESCRIPTION@Persian tiene seis llamativos bigotes que le dan un aspecto feroz. Además, le sirven para detectar el movimiento del aire, delator de la presencia cercana de algún Pokémon. Si se le agarra por los bigotes, se vuelve dócil.@NEWDESCRIPTION@Persian tiene seis llamativos bigotes que le dan un aspecto feroz. Además, le sirven para detectar el movimiento del aire, delator de la presencia cercana de algún Pokémon. Si se le agarra por los bigotes, se vuelve dócil.@NEWDESCRIPTION@De temperamento violento, ataca a cualquiera que lo mira directamente a los ojos. Sus afiladas garras infligen heridas muy profundas.@NEWDESCRIPTION@Los Persian son Pokémon extremadamente orgullosos, en especial los de Alola. No es fácil hacerse amigo de este Pokémon.@NEWDESCRIPTION@La joya que luce en la frente presenta una coloración distinta a la del Persian de Alola, aunque la composición es casi idéntica.@NEWDESCRIPTION@Un Pokémon de alto copete, objetivo primordial de ladrones que quieren apoderarse de la joya que luce en la frente.@NEWDESCRIPTION@La gema que tiene en la frente brilla por sí misma. Camina con elegancia regia.@NEWDESCRIPTION@La gema que tiene en la frente brilla por sí misma. Camina con elegancia regia.@NEWDESCRIPTION@Trabar amistad con este Pokémon es una ardua tarea debido a su enorme orgullo. Cuando algo no le place, saca las uñas de inmediato.@NEWDESCRIPTION@Hace gala de un porte elegante y majestuoso. No congenia con los toscos Perrserker y ambos se profesan un mutuo desprecio.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/53.svg;65;70;60;115;320;10;false;false;11;22;6.545454545454546;common;none
c-54-53;54;psyduck;common;Sat Apr 20 2024 19:59:02 GMT+0200 (hora de verano de Europa central);100;water;Padece continuamente dolores de cabeza. Cuando son muy fuertes, empieza a usar misteriosos poderes.@NEWDESCRIPTION@Tiene poderes místicos que no recuerda haber usado. Por eso, siempre parece desconcertado.@NEWDESCRIPTION@Psyduck tiene un extraño poder, que consiste en generar ondas cerebrales iguales a las que se generan cuando se está dormido. Este descubrimiento levantó una gran polémica entre eruditos.@NEWDESCRIPTION@Psyduck no se acuerda nunca de haber usado su misterioso poder. Parece ser que no puede registrar en la memoria haber usado el ataque porque se queda inmerso en un estado parecido a un sueño profundo.@NEWDESCRIPTION@En ocasiones utiliza sus poderes psíquicos sin querer, lo que le provoca fuertes dolores de cabeza que le hacen chillar.@NEWDESCRIPTION@Siempre padece dolores de cabeza. Cuando estos llegan a niveles insoportables, desata un poder psíquico extraordinario.@NEWDESCRIPTION@El uso de sus poderes psíquicos le provoca un gran dolor de cabeza, por lo que prefiere tener la mente en blanco y no hacer nada en absoluto.@NEWDESCRIPTION@Estudios recientes han desvelado que, cuando sufre un episodio de cefalea, su actividad neuronal es diez veces superior a lo normal.@NEWDESCRIPTION@Siempre tiene dolores de cabeza. Posee poderes psíquicos, pero se desconoce si los controla a voluntad.@NEWDESCRIPTION@Siempre tiene dolores de cabeza. Posee poderes psíquicos, pero se desconoce si los controla a voluntad.@NEWDESCRIPTION@Siempre padece dolores de cabeza. Tras desatar sus misteriosos poderes, la jaqueca remite unos instantes.@NEWDESCRIPTION@Sus dolores de cabeza empeoran a medida que aumenta su nivel de estrés. Su increíble poder psíquico puede causar estragos a su alrededor.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/54.svg;50;52;48;55;196;8;false;false;94;205;56.551219512195125;common;none
c-55-54;55;golduck;ultrarare;Sat Apr 20 2024 19:59:03 GMT+0200 (hora de verano de Europa central);100;water;Aparece en ríos al anochecer. Puede usar poderes telequinéticos si su frente brilla misteriosamente.@NEWDESCRIPTION@Las patas traseras palmípedas le permiten nadar. Es común verlo chapotear con estilo en lagos y otras zonas acuáticas.@NEWDESCRIPTION@Golduck alcanza una velocidad de vértigo gracias a las aletas palmípedas de las extremidades y a la forma aerodinámica de su cuerpo. Realmente, la velocidad de este Pokémon supera la de cualquier nadador.@NEWDESCRIPTION@Golduck es el nadador más rápido de los Pokémon. Además, nada sin esfuerzo hasta en aguas turbulentas en plena tormenta. En ocasiones, ha rescatado a náufragos en alta mar.@NEWDESCRIPTION@En el pasado fue objeto de una caza indiscriminada, pues se decía que la parte roja de su frente daba poderes a quien la poseyera.@NEWDESCRIPTION@Se sumerge en las aguas de los lagos en busca de Pokémon pez para luego darse un apacible banquete en la orilla.@NEWDESCRIPTION@Puede paralizar incluso a los Pokémon pez más veloces, lo que le permite atraparlos con suma facilidad.@NEWDESCRIPTION@Un portento de la natación capaz de nadar durante dos días sin interrupción moviendo su larga cola con destreza.@NEWDESCRIPTION@Sus delgadas y largas extremidades terminan en dedos palmeados muy desarrollados que le permiten nadar en los lagos con gracilidad.@NEWDESCRIPTION@Sus delgadas y largas extremidades terminan en dedos palmeados muy desarrollados que le permiten nadar en los lagos con gracilidad.@NEWDESCRIPTION@Habita en ríos de aguas plácidas. Sus largas extremidades le permiten nadar con gracilidad.@NEWDESCRIPTION@Cuenta una antigua leyenda que los Golduck arrastraban a quienes contaminaran sus ríos al fondo de las aguas.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/55.svg;80;82;78;85;766;17;false;false;55;165;20.87878787878788;common;none
